participant_id,condition,month,round,cell_index,decision_type,direction,followed,available_snapshot,invested,cas,literacy,is_HCI
P17,llm-reasoning,5,3,19,follow,follow,1,183.98,52.52,0.2854658115,2,0
P17,llm-reasoning,5,4,20,unfollow,unfollow,1,178.54,41.40,,2,0
P18,llm-reasoning,1,1,1,zero_optout,follow,0,125.08,0.00,,3,0
P18,llm-reasoning,1,2,2,follow,follow,1,122.49,63.91,0.5217568781,3,0
P18,llm-reasoning,1,3,3,follow,follow,1,96.41,23.96,0.2485219376,3,0
P18,llm-reasoning,1,4,4,unfollow,unfollow,1,79.95,44.37,,3,0
P18,llm-reasoning,2,1,5,follow,follow,1,159.59,134.06,0.8400275706,3,0
P18,llm-reasoning,2,2,6,decline,follow,0,88.20,,,3,0
P18,llm-reasoning,2,3,7,follow,follow,1,120.67,16.84,0.1395541560,3,0
P18,llm-reasoning,2,4,8,unfollow,unfollow,1,132.40,53.96,,3,0
P18,llm-reasoning,3,1,9,follow,follow,1,158.46,57.08,0.3602170895,3,0
P18,llm-reasoning,3,2,10,follow,follow,1,136.33,58.99,0.4327000660,3,0
P18,llm-reasoning,3,3,11,follow,follow,1,153.97,89.24,0.5795934273,3,0
P18,llm-reasoning,3,4,12,unfollow,unfollow,1,84.39,10.87,,3,0
P18,llm-reasoning,4,1,13,follow,follow,1,98.80,33.05,0.3345141700,3,0
P18,llm-reasoning,4,2,14,follow,follow,1,112.48,59.34,0.5275604552,3,0
P18,llm-reasoning,4,3,15,follow,follow,1,93.21,61.01,0.6545435039,3,0
P18,llm-reasoning,4,4,16,unfollow,unfollow,1,155.23,58.36,,3,0
P18,llm-reasoning,5,1,17,follow,follow,1,117.93,58.32,0.4945306538,3,0
P18,llm-reasoning,5,2,18,follow,follow,1,118.70,45.79,0.3857624263,3,0
P18,llm-reasoning,5,3,19,follow,follow,1,103.99,46.08,0.4431195307,3,0
P18,llm-reasoning,5,4,20,unfollow,unfollow,1,114.18,17.78,,3,0
P19,llm-control,1,1,1,follow,follow,1,110.35,16.13,0.1461712732,0,0
P19,llm-control,1,2,2,follow,follow,1,80.44,13.58,0.1688214818,0,0
P19,llm-control,1,3,3,decline,follow,0,110.05,,,0,0
P19,llm-control,1,4,4,unfollow,unfollow,1,128.82,66.75,,0,0
P19,llm-control,2,1,5,follow,follow,1,126.28,90.90,0.7198289515,0,0
P19,llm-control,2,2,6,follow,follow,1,85.34,29.11,0.3411061636,0,0
P19,llm-control,2,3,7,follow,follow,1,70.62,18.67,0.2643726990,0,0
P19,llm-control,2,4,8,unfollow,unfollow,1,159.33,17.91,,0,0
P19,llm-control,3,1,9,follow,follow,1,138.24,78.97,0.5712528935,0,0
P19,llm-control,3,2,10,zero_optout,follow,0,98.53,0.00,,0,0
P19,llm-control,3,3,11,follow,follow,1,141.63,64.11,0.4526583351,0,0
P19,llm-control,3,4,12,unfollow,unfollow,1,158.59,41.26,,0,0
P19,llm-control,4,1,13,follow,follow,1,133.33,61.43,0.4607365184,0,0
P19,llm-control,4,2,14,decline,follow,0,95.66,,,0,0
P19,llm-control,4,3,15,follow,follow,1,166.57,24.17,0.1451041604,0,0
P19,llm-control,4,4,16,unfollow,unfollow,1,138.34,78.26,,0,0
P19,llm-control,5,1,17,decline,follow,0,113.88,,,0,0
P19,llm-control,5,2,18,follow,follow,1,173.99,152.97,0.8791884591,0,0
P19,llm-control,5,3,19,follow,follow,1,142.33,61.95,0.4352560950,0,0
P19,llm-control,5,4,20,unfollow,unfollow,1,184.05,22.92,,0,0
P20,llm-control,1,1,1,follow,follow,1,92.51,21.44,0.2317587288,3,0
P20,llm-control,1,2,2,follow,follow,1,150.70,70.71,0.4692103517,3,0
P20,llm-control,1,3,3,follow,follow,1,91.27,18.60,0.2037909499,3,0
P20,llm-control,1,4,4,unfollow,unfollow,1,124.91,75.92,,3,0
P20,llm-control,2,1,5,follow,follow,1,166.48,100.63,0.6044569918,3,0
P20,llm-control,2,2,6,follow,follow,1,70.45,43.84,0.6222853087,3,0
P20,llm-control,2,3,7,follow,follow,1,137.62,23.69,0.1721406772,3,0
P20,llm-control,2,4,8,unfollow,unfollow,1,154.60,15.86,,3,0
P20,llm-control,3,1,9,follow,follow,1,99.84,42.37,0.4243790064,3,0
P20,llm-control,3,2,10,follow,follow,1,109.60,79.61,0.7263686131,3,0
P20,llm-control,3,3,11,follow,follow,1,118.35,43.68,0.3690747782,3,0
P20,llm-control,3,4,12,unfollow,unfollow,1,136.28,53.09,,3,0
P20,llm-control,4,1,13,decline,follow,0,90.80,,,3,0
P20,llm-control,4,2,14,zero_optout,follow,0,137.05,0.00,,3,0
P20,llm-control,4,3,15,follow,follow,1,104.40,12.34,0.1181992337,3,0
P20,llm-control,4,4,16,unfollow,unfollow,1,130.30,48.38,,3,0
P20,llm-control,5,1,17,follow,follow,1,155.93,84.74,0.5434489835,3,0
P20,llm-control,5,2,18,follow,follow,1,165.12,52.48,0.3178294574,3,0
P20,llm-control,5,3,19,follow,follow,1,194.32,112.01,0.5764203376,3,0
P20,llm-control,5,4,20,unfollow,unfollow,1,177.82,62.87,,3,0
P21,llm-control,1,1,1,follow,follow,1,86.18,44.36,0.5147365978,3,0
P21,llm-control,1,2,2,follow,follow,1,134.40,27.92,0.2077380952,3,0
P21,llm-control,1,3,3,follow,follow,1,152.73,20.96,0.1372356446,3,0
P21,llm-control,1,4,4,unfollow,unfollow,1,73.67,70.79,,3,0
P21,llm-control,2,1,5,follow,follow,1,160.06,56.23,0.3513057603,3,0
P21,llm-control,2,2,6,decline,follow,0,144.51,,,3,0
P21,llm-control,2,3,7,follow,follow,1,130.05,21.05,0.1618608228,3,0
P21,llm-control,2,4,8,unfollow,unfollow,1,167.25,59.94,,3,0
P21,llm-control,3,1,9,follow,follow,1,174.72,101.87,0.5830471612,3,0
P21,llm-control,3,2,10,follow,follow,1,141.97,52.06,0.3666971895,3,0
P21,llm-control,3,3,11,follow,follow,1,167.67,90.35,0.5388560864,3,0
P21,llm-control,3,4,12,unfollow,unfollow,1,85.94,33.02,,3,0
P21,llm-control,4,1,13,decline,follow,0,168.03,,,3,0
P21,llm-control,4,2,14,follow,follow,1,157.39,128.08,0.8137746998,3,0
P21,llm-control,4,3,15,follow,follow,1,136.07,74.96,0.5508929228,3,0
P21,llm-control,4,4,16,unfollow,unfollow,1,128.49,65.49,,3,0
P21,llm-control,5,1,17,follow,follow,1,142.79,43.88,0.3073044331,3,0
P21,llm-control,5,2,18,decline,follow,0,106.25,,,3,0
P21,llm-control,5,3,19,follow,follow,1,160.81,64.07,0.3984204962,3,0
P21,llm-control,5,4,20,decline,unfollow,0,115.05,,,3,0
P22,llm-reasoning,1,1,1,follow,follow,1,96.51,23.57,0.2442233965,1,0
P22,llm-reasoning,1,2,2,follow,follow,1,76.65,5.17,0.0674494455,1,0
P22,llm-reasoning,1,3,3,follow,follow,1,145.70,41.55,0.2851750172,1,0
P22,llm-reasoning,1,4,4,unfollow,unfollow,1,131.70,40.72,,1,0
P22,llm-reasoning,2,1,5,decline,follow,0,143.49,,,1,0
P22,llm-reasoning,2,2,6,follow,follow,1,104.55,40.57,0.3880439981,1,0
P22,llm-reasoning,2,3,7,follow,follow,1,94.05,71.27,0.7577884104,1,0
P22,llm-reasoning,2,4,8,unfollow,unfollow,1,138.59,25.80,,1,0
P22,llm-reasoning,3,1,9,follow,follow,1,102.04,69.04,0.6765974128,1,0
P22,llm-reasoning,3,2,10,follow,follow,1,92.57,82.95,0.8960786432,1,0
P22,llm-reasoning,3,3,11,follow,follow,1,84.99,18.66,0.2195552418,1,0
P22,llm-reasoning,3,4,12,unfollow,unfollow,1,95.72,11.24,,1,0
P22,llm-reasoning,4,1,13,follow,follow,1,93.30,26.61,0.2852090032,1,0
P22,llm-reasoning,4,2,14,follow,follow,1,169.75,69.44,0.4090721649,1,0
P22,llm-reasoning,4,3,15,follow,follow,1,133.73,74.76,0.5590368653,1,0
P22,llm-reasoning,4,4,16,unfollow,unfollow,1,152.63,39.87,,1,0
P22,llm-reasoning,5,1,17,follow,follow,1,191.88,88.92,0.4634146341,1,0
P22,llm-reasoning,5,2,18,follow,follow,1,110.34,64.25,0.5822911002,1,0
P22,llm-reasoning,5,3,19,follow,follow,1,124.58,38.77,0.3112056510,1,0
P22,llm-reasoning,5,4,20,unfollow,unfollow,1,114.31,34.06,,1,0
P23,llm-control,1,1,1,zero_optout,follow,0,157.03,0.00,,1,1
P23,llm-control,1,2,2,zero_optout,follow,0,132.96,0.00,,1,1
P23,llm-control,1,3,3,decline,follow,0,83.31,,,1,1
P23,llm-control,1,4,4,unfollow,unfollow,1,119.20,58.28,,1,1
P23,llm-control,2,1,5,zero_optout,follow,0,99.23,0.00,,1,1
P23,llm-control,2,2,6,follow,follow,1,148.58,78.59,0.5289406380,1,1
P23,llm-control,2,3,7,follow,follow,1,91.51,30.64,0.3348267949,1,1
P23,llm-control,2,4,8,unfollow,unfollow,1,76.55,20.48,,1,1
P23,llm-control,3,1,9,follow,follow,1,95.94,29.91,0.3117573483,1,1
P23,llm-control,3,2,10,follow,follow,1,80.10,4.90,0.0611735331,1,1
P23,llm-control,3,3,11,follow,follow,1,144.95,39.67,0.2736805795,1,1
P23,llm-control,3,4,12,decline,unfollow,0,112.65,,,1,1
P23,llm-control,4,1,13,decline,follow,0,175.14,,,1,1
P23,llm-control,4,2,14,follow,follow,1,185.03,77.92,0.4211208993,1,1
P23,llm-control,4,3,15,follow,follow,1,145.24,26.41,0.1818369595,1,1
P23,llm-control,4,4,16,decline,unfollow,0,128.39,,,1,1
P23,llm-control,5,1,17,follow,follow,1,183.07,61.21,0.3343529797,1,1
P23,llm-control,5,2,18,follow,follow,1,159.26,110.91,0.6964083888,1,1
P23,llm-control,5,3,19,follow,follow,1,175.41,108.22,0.6169545636,1,1
P23,llm-control,5,4,20,unfollow,unfollow,1,167.81,52.32,,1,1
P24,llm-control,1,1,1,follow,follow,1,140.43,16.12,0.1147902870,2,1
P24,llm-control,1,2,2,follow,follow,1,75.62,21.05,0.2783655118,2,1
P24,llm-control,1,3,3,follow,follow,1,113.03,84.59,0.7483853844,2,1
P24,llm-control,1,4,4,unfollow,unfollow,1,116.16,30.20,,2,1
P24,llm-control,2,1,5,follow,follow,1,112.75,28.49,0.2526829268,2,1
P24,llm-control,2,2,6,follow,follow,1,162.37,96.32,0.5932130320,2,1
P24,llm-control,2,3,7,decline,follow,0,95.86,,,2,1
P24,llm-control,2,4,8,unfollow,unfollow,1,74.57,59.02,,2,1
P24,llm-control,3,1,9,follow,follow,1,113.91,73.96,0.6492845229,2,1
P24,llm-control,3,2,10,follow,follow,1,168.13,85.68,0.5096056623,2,1
P24,llm-control,3,3,11,zero_optout,follow,0,102.40,0.00,,2,1
P24,llm-control,3,4,12,decline,unfollow,0,82.91,,,2,1
P24,llm-control,4,1,13,follow,follow,1,155.52,116.90,0.7516718107,2,1
P24,llm-control,4,2,14,follow,follow,1,115.98,71.52,0.6166580445,2,1
P24,llm-control,4,3,15,follow,follow,1,127.43,21.83,0.1713097387,2,1
P24,llm-control,4,4,16,unfollow,unfollow,1,121.35,52.53,,2,1
P24,llm-control,5,1,17,follow,follow,1,105.69,25.20,0.2384331536,2,1
P24,llm-control,5,2,18,follow,follow,1,158.28,2.27,0.0143416730,2,1
P24,llm-control,5,3,19,follow,follow,1,100.47,4.06,0.0404100727,2,1
P24,llm-control,5,4,20,unfollow,unfollow,1,102.43,54.72,,2,1
P25,llm-reasoning,1,1,1,follow,follow,1,133.28,22.44,0.1683673469,0,0
P25,llm-reasoning,1,2,2,follow,follow,1,61.07,43.25,0.7082037007,0,0
P25,llm-reasoning,1,3,3,decline,follow,0,133.60,,,0,0
P25,llm-reasoning,1,4,4,unfollow,unfollow,1,120.13,52.59,,0,0
P25,llm-reasoning,2,1,5,zero_optout,follow,0,80.71,0.00,,0,0
P25,llm-reasoning,2,2,6,follow,follow,1,82.37,58.41,0.7091173971,0,0
P25,llm-reasoning,2,3,7,follow,follow,1,138.24,15.47,0.1119068287,0,0
P25,llm-reasoning,2,4,8,decline,unfollow,0,98.28,,,0,0
P25,llm-reasoning,3,1,9,zero_optout,follow,0,144.06,0.00,,0,0
P25,llm-reasoning,3,2,10,decline,follow,0,80.89,,,0,0
P25,llm-reasoning,3,3,11,follow,follow,1,80.62,56.98,0.7067725130,0,0
P25,llm-reasoning,3,4,12,unfollow,unfollow,1,157.83,71.95,,0,0
P25,llm-reasoning,4,1,13,follow,follow,1,103.57,30.26,0.2921695472,0,0
P25,llm-reasoning,4,2,14,zero_optout,follow,0,151.25,0.00,,0,0
P25,llm-reasoning,4,3,15,follow,follow,1,137.20,84.92,0.6189504373,0,0
P25,llm-reasoning,4,4,16,unfollow,unfollow,1,143.54,10.23,,0,0
P25,llm-reasoning,5,1,17,follow,follow,1,102.30,86.86,0.8490713587,0,0
P25,llm-reasoning,5,2,18,zero_optout,follow,0,146.46,0.00,,0,0
P25,llm-reasoning,5,3,19,follow,follow,1,166.72,46.46,0.2786708253,0,0
P25,llm-reasoning,5,4,20,unfollow,unfollow,1,196.91,21.88,,0,0
P26,llm-reasoning,1,1,1,zero_optout,follow,0,74.88,0.00,,3,0
P26,llm-reasoning,1,2,2,follow,follow,1,86.07,36.17,0.4202393401,3,0
P26,llm-reasoning,1,3,3,follow,follow,1,72.40,34.77,0.4802486188,3,0
P26,llm-reasoning,1,4,4,decline,unfollow,0,61.24,,,3,0
P26,llm-reasoning,2,1,5,decline,follow,0,105.46,,,3,0
P26,llm-reasoning,2,2,6,follow,follow,1,117.55,86.50,0.7358570821,3,0
P26,llm-reasoning,2,3,7,zero_optout,follow,0,144.85,0.00,,3,0
P26,llm-reasoning,2,4,8,unfollow,unfollow,1,147.88,28.08,,3,0
P26,llm-reasoning,3,1,9,follow,follow,1,94.22,19.40,0.2059010826,3,0
P26,llm-reasoning,3,2,10,follow,follow,1,143.74,68.43,0.4760679004,3,0
P26,llm-reasoning,3,3,11,follow,follow,1,165.17,82.52,0.4996064661,3,0
P26,llm-reasoning,3,4,12,unfollow,unfollow,1,124.28,28.75,,3,0
P26,llm-reasoning,4,1,13,follow,follow,1,174.68,67.14,0.3843599725,3,0
P26,llm-reasoning,4,2,14,follow,follow,1,163.68,57.40,0.3506842620,3,0
P26,llm-reasoning,4,3,15,follow,follow,1,172.52,41.54,0.2407836773,3,0
P26,llm-reasoning,4,4,16,unfollow,unfollow,1,161.67,35.18,,3,0
P26,llm-reasoning,5,1,17,follow,follow,1,174.54,116.99,0.6702761545,3,0
P26,llm-reasoning,5,2,18,follow,follow,1,148.13,34.89,0.2355363532,3,0
P26,llm-reasoning,5,3,19,follow,follow,1,187.34,59.13,0.3156293370,3,0
P26,llm-reasoning,5,4,20,unfollow,unfollow,1,182.14,59.79,,3,0
P27,llm-control,1,1,1,follow,follow,1,126.07,76.74,0.6087094471,3,0
P27,llm-control,1,2,2,decline,follow,0,122.02,,,3,0
P27,llm-control,1,3,3,follow,follow,1,130.12,101.09,0.7768982478,3,0
P27,llm-control,1,4,4,unfollow,unfollow,1,77.15,18.37,,3,0
P27,llm-control,2,1,5,follow,follow,1,108.22,62.92,0.5814082425,3,0
P27,llm-control,2,2,6,follow,follow,1,147.70,23.00,0.1557210562,3,0
P27,llm-control,2,3,7,zero_optout,follow,0,143.54,0.00,,3,0
P27,llm-control,2,4,8,unfollow,unfollow,1,97.28,14.47,,3,0
P27,llm-control,3,1,9,zero_optout,follow,0,128.17,0.00,,3,0
P27,llm-control,3,2,10,follow,follow,1,122.40,80.82,0.6602941176,3,0
P27,llm-control,3,3,11,follow,follow,1,138.17,54.98,0.3979156112,3,0
P27,llm-control,3,4,12,unfollow,unfollow,1,171.97,71.74,,3,0
P27,llm-control,4,1,13,follow,follow,1,186.47,67.06,0.3596288947,3,0
P27,llm-control,4,2,14,follow,follow,1,116.52,34.07,0.2923961552,3,0
P27,llm-control,4,3,15,follow,follow,1,169.98,131.22,0.7719731733,3,0
P27,llm-control,4,4,16,unfollow,unfollow,1,106.42,18.15,,3,0
P27,llm-control,5,1,17,zero_optout,follow,0,119.46,0.00,,3,0
P27,llm-control,5,2,18,follow,follow,1,152.42,45.98,0.3016664480,3,0
P27,llm-control,5,3,19,follow,follow,1,181.42,141.30,0.7788556940,3,0
P27,llm-control,5,4,20,unfollow,unfollow,1,195.18,57.95,,3,0
P28,llm-reasoning,1,1,1,zero_optout,follow,0,144.80,0.00,,2,1
P28,llm-reasoning,1,2,2,follow,follow,1,135.30,78.96,0.5835920177,2,1
P28,llm-reasoning,1,3,3,follow,follow,1,68.95,39.57,0.5738941262,2,1
P28,llm-reasoning,1,4,4,decline,unfollow,0,72.86,,,2,1
P28,llm-reasoning,2,1,5,follow,follow,1,94.92,47.61,0.5015802781,2,1
P28,llm-reasoning,2,2,6,zero_optout,follow,0,78.07,0.00,,2,1
P28,llm-reasoning,2,3,7,follow,follow,1,108.84,27.42,0.2519294377,2,1
P28,llm-reasoning,2,4,8,unfollow,unfollow,1,123.97,52.48,,2,1
P28,llm-reasoning,3,1,9,follow,follow,1,139.61,92.09,0.6596232362,2,1
P28,llm-reasoning,3,2,10,zero_optout,follow,0,123.86,0.00,,2,1
P28,llm-reasoning,3,3,11,decline,follow,0,121.09,,,2,1
P28,llm-reasoning,3,4,12,unfollow,unfollow,1,150.83,64.23,,2,1
P28,llm-reasoning,4,1,13,follow,follow,1,114.49,51.48,0.4496462573,2,1
P28,llm-reasoning,4,2,14,follow,follow,1,159.29,24.53,0.1539958566,2,1
P28,llm-reasoning,4,3,15,follow,follow,1,186.89,128.61,0.6881588100,2,1
P28,llm-reasoning,4,4,16,decline,unfollow,0,172.23,,,2,1
P28,llm-reasoning,5,1,17,follow,follow,1,145.08,119.69,0.8249931073,2,1
P28,llm-reasoning,5,2,18,follow,follow,1,182.77,159.34,0.8718060951,2,1
P28,llm-reasoning,5,3,19,follow,follow,1,174.22,51.27,0.2942830903,2,1
P28,llm-reasoning,5,4,20,unfollow,unfollow,1,167.54,40.51,,2,1
P29,llm-reasoning,1,1,1,follow,follow,1,82.54,12.99,0.1573782409,0,1
P29,llm-reasoning,1,2,2,follow,follow,1,151.31,58.08,0.3838477298,0,1
P29,llm-reasoning,1,3,3,follow,follow,1,138.77,82.41,0.5938603445,0,1
P29,llm-reasoning,1,4,4,unfollow,unfollow,1,101.81,69.52,,0,1
P29,llm-reasoning,2,1,5,follow,follow,1,113.43,81.61,0.7194745658,0,1
P29,llm-reasoning,2,2,6,follow,follow,1,133.61,47.89,0.3584312551,0,1
P29,llm-reasoning,2,3,7,zero_optout,follow,0,117.61,0.00,,0,1
P29,llm-reasoning,2,4,8,unfollow,unfollow,1,131.71,76.23,,0,1
P29,llm-reasoning,3,1,9,follow,follow,1,170.76,78.18,0.4578355587,0,1
P29,llm-reasoning,3,2,10,follow,follow,1,123.95,37.96,0.3062525212,0,1
P29,llm-reasoning,3,3,11,decline,follow,0,81.97,,,0,1
P29,llm-reasoning,3,4,12,unfollow,unfollow,1,167.52,37.04,,0,1
P29,llm-reasoning,4,1,13,follow,follow,1,103.34,77.93,0.7541126379,0,1
P29,llm-reasoning,4,2,14,decline,follow,0,98.01,,,0,1
P29,llm-reasoning,4,3,15,follow,follow,1,100.52,55.69,0.5540191007,0,1
P29,llm-reasoning,4,4,16,decline,unfollow,0,97.96,,,0,1
P29,llm-reasoning,5,1,17,follow,follow,1,194.18,174.21,0.8971572768,0,1
P29,llm-reasoning,5,2,18,follow,follow,1,160.66,85.04,0.5293165692,0,1
P29,llm-reasoning,5,3,19,decline,follow,0,131.58,,,0,1
P29,llm-reasoning,5,4,20,decline,unfollow,0,167.03,,,0,1
P30,llm-control,1,1,1,follow,follow,1,89.24,17.35,0.1944195428,2,0
P30,llm-control,1,2,2,decline,follow,0,114.95,,,2,0
P30,llm-control,1,3,3,decline,follow,0,145.93,,,2,0
P30,llm-control,1,4,4,decline,unfollow,0,135.91,,,2,0
P30,llm-control,2,1,5,decline,follow,0,163.94,,,2,0
P30,llm-control,2,2,6,zero_optout,follow,0,135.13,0.00,,2,0
P30,llm-control,2,3,7,follow,follow,1,162.45,37.72,0.2321945214,2,0
P30,llm-control,2,4,8,decline,unfollow,0,105.82,,,2,0
P30,llm-control,3,1,9,follow,follow,1,103.03,18.86,0.1830534796,2,0
P30,llm-control,3,2,10,follow,follow,1,102.88,60.31,0.5862169518,2,0
P30,llm-control,3,3,11,decline,follow,0,128.61,,,2,0
P30,llm-control,3,4,12,unfollow,unfollow,1,91.59,73.22,,2,0
P30,llm-control,4,1,13,follow,follow,1,129.51,121.16,0.9355262142,2,0
P30,llm-control,4,2,14,decline,follow,0,115.49,,,2,0
P30,llm-control,4,3,15,decline,follow,0,186.40,,,2,0
P30,llm-control,4,4,16,unfollow,unfollow,1,163.24,24.05,,2,0
P30,llm-control,5,1,17,follow,follow,1,139.47,19.44,0.1393848139,2,0
P30,llm-control,5,2,18,follow,follow,1,135.46,62.43,0.4608740588,2,0
P30,llm-control,5,3,19,decline,follow,0,138.89,,,2,0
P30,llm-control,5,4,20,decline,unfollow,0,112.95,,,2,0
P31,llm-reasoning,1,1,1,zero_optout,follow,0,90.49,0.00,,3,0
P31,llm-reasoning,1,2,2,follow,follow,1,74.53,43.05,0.5776197504,3,0
P31,llm-reasoning,1,3,3,follow,follow,1,138.02,44.96,0.3257498913,3,0
P31,llm-reasoning,1,4,4,unfollow,unfollow,1,142.51,18.04,,3,0
P31,llm-reasoning,2,1,5,decline,follow,0,155.15,,,3,0
P31,llm-reasoning,2,2,6,follow,follow,1,151.70,42.99,0.2833882663,3,0
P31,llm-reasoning,2,3,7,follow,follow,1,134.63,86.55,0.6428730595,3,0
P31,llm-reasoning,2,4,8,unfollow,unfollow,1,73.86,58.71,,3,0
P31,llm-reasoning,3,1,9,follow,follow,1,118.18,53.72,0.4545608394,3,0
P31,llm-reasoning,3,2,10,follow,follow,1,163.48,69.10,0.4226816736,3,0
P31,llm-reasoning,3,3,11,follow,follow,1,101.98,56.12,0.5503039812,3,0
P31,llm-reasoning,3,4,12,decline,unfollow,0,110.63,,,3,0
P31,llm-reasoning,4,1,13,follow,follow,1,181.32,81.55,0.4497573351,3,0
P31,llm-reasoning,4,2,14,follow,follow,1,150.57,81.94,0.5441987116,3,0
P31,llm-reasoning,4,3,15,follow,follow,1,105.16,49.93,0.4748003043,3,0
P31,llm-reasoning,4,4,16,unfollow,unfollow,1,111.78,64.05,,3,0
P31,llm-reasoning,5,1,17,follow,follow,1,173.76,68.09,0.3918623389,3,0
P31,llm-reasoning,5,2,18,follow,follow,1,149.10,70.49,0.4727699531,3,0
P31,llm-reasoning,5,3,19,follow,follow,1,144.89,51.13,0.3528883981,3,0
P31,llm-reasoning,5,4,20,decline,unfollow,0,154.16,,,3,0
P32,llm-control,1,1,1,follow,follow,1,123.42,71.33,0.5779452277,3,0
P32,llm-control,1,2,2,follow,follow,1,60.59,26.99,0.4454530451,3,0
P32,llm-control,1,3,3,decline,follow,0,93.85,,,3,0
P32,llm-control,1,4,4,unfollow,unfollow,1,61.01,44.33,,3,0
P32,llm-control,2,1,5,decline,follow,0,168.09,,,3,0
P32,llm-control,2,2,6,follow,follow,1,145.42,34.91,0.2400632650,3,0
P32,llm-control,2,3,7,follow,follow,1,133.09,121.93,0.9161469682,3,0
P32,llm-control,2,4,8,unfollow,unfollow,1,162.16,37.33,,3,0
P32,llm-control,3,1,9,decline,follow,0,169.59,,,3,0
P32,llm-control,3,2,10,zero_optout,follow,0,137.63,0.00,,3,0
P32,llm-control,3,3,11,decline,follow,0,80.72,,,3,0
P32,llm-control,3,4,12,decline,unfollow,0,106.54,,,3,0
P32,llm-control,4,1,13,follow,follow,1,167.22,37.25,0.2227604354,3,0
P32,llm-control,4,2,14,decline,follow,0,142.10,,,3,0
P32,llm-control,4,3,15,follow,follow,1,154.22,94.93,0.6155492154,3,0
P32,llm-control,4,4,16,decline,unfollow,0,115.24,,,3,0
P32,llm-control,5,1,17,follow,follow,1,138.28,11.82,0.0854787388,3,0
P32,llm-control,5,2,18,zero_optout,follow,0,123.56,0.00,,3,0
P32,llm-control,5,3,19,follow,follow,1,170.47,84.47,0.4955124069,3,0
P32,llm-control,5,4,20,unfollow,unfollow,1,113.00,22.04,,3,0
P33,llm-control,1,1,1,follow,follow,1,140.80,65.58,0.4657670455,3,0
P33,llm-control,1,2,2,follow,follow,1,86.64,59.77,0.6898661127,3,0
P33,llm-control,1,3,3,follow,follow,1,134.17,48.43,0.3609599761,3,0
P33,llm-control,1,4,4,decline,unfollow,0,63.22,,,3,0
P33,llm-control,2,1,5,follow,follow,1,120.44,26.86,0.2230156094,3,0
P33,llm-control,2,2,6,follow,follow,1,102.73,8.10,0.0788474642,3,0
P33,llm-control,2,3,7,follow,follow,1,97.87,39.97,0.4083988965,3,0
P33,llm-control,2,4,8,decline,unfollow,0,162.18,,,3,0
P33,llm-control,3,1,9,follow,follow,1,138.07,99.47,0.7204316651,3,0
P33,llm-control,3,2,10,follow,follow,1,112.75,84.98,0.7537028825,3,0
P33,llm-control,3,3,11,follow,follow,1,91.07,58.83,0.6459866037,3,0
P33,llm-control,3,4,12,unfollow,unfollow,1,128.54,31.22,,3,0
P33,llm-control,4,1,13,decline,follow,0,179.82,,,3,0
P33,llm-control,4,2,14,follow,follow,1,167.31,68.86,0.4115713346,3,0
P33,llm-control,4,3,15,decline,follow,0,146.14,,,3,0
P33,llm-control,4,4,16,unfollow,unfollow,1,172.43,15.10,,3,0
P33,llm-control,5,1,17,follow,follow,1,174.04,67.69,0.3889335785,3,0
P33,llm-control,5,2,18,follow,follow,1,141.57,33.96,0.2398813308,3,0
P33,llm-control,5,3,19,follow,follow,1,163.02,34.55,0.2119371856,3,0
P33,llm-control,5,4,20,unfollow,unfollow,1,140.96,18.27,,3,0
P34,llm-control,1,1,1,decline,follow,0,133.65,,,0,0
P34,llm-control,1,2,2,follow,follow,1,123.86,74.39,0.6005974487,0,0
P34,llm-control,1,3,3,follow,follow,1,135.54,102.15,0.7536520584,0,0
P34,llm-control,1,4,4,unfollow,unfollow,1,109.04,40.61,,0,0
P34,llm-control,2,1,5,follow,follow,1,114.84,98.89,0.8611111111,0,0
P34,llm-control,2,2,6,follow,follow,1,134.39,53.10,0.3951186844,0,0
P34,llm-control,2,3,7,zero_optout,follow,0,102.35,0.00,,0,0
P34,llm-control,2,4,8,unfollow,unfollow,1,125.17,27.13,,0,0
P34,llm-control,3,1,9,follow,follow,1,92.27,57.83,0.6267475886,0,0
P34,llm-control,3,2,10,follow,follow,1,90.90,80.43,0.8848184818,0,0
P34,llm-control,3,3,11,follow,follow,1,98.10,34.81,0.3548419980,0,0
P34,llm-control,3,4,12,decline,unfollow,0,162.68,,,0,0
P34,llm-control,4,1,13,follow,follow,1,143.15,90.97,0.6354872511,0,0
P34,llm-control,4,2,14,follow,follow,1,118.87,16.50,0.1388071002,0,0
P34,llm-control,4,3,15,follow,follow,1,168.47,52.40,0.3110346056,0,0
P34,llm-control,4,4,16,unfollow,unfollow,1,175.41,65.49,,0,0
P34,llm-control,5,1,17,follow,follow,1,196.46,120.79,0.6148325359,0,0
P34,llm-control,5,2,18,follow,follow,1,188.09,107.48,0.5714285714,0,0
P34,llm-control,5,3,19,decline,follow,0,117.74,,,0,0
P34,llm-control,5,4,20,unfollow,unfollow,1,140.86,15.54,,0,0
P35,llm-reasoning,1,1,1,follow,follow,1,67.98,38.17,0.5614886731,2,1
P35,llm-reasoning,1,2,2,follow,follow,1,115.96,36.79,0.3172645740,2,1
P35,llm-reasoning,1,3,3,follow,follow,1,149.90,48.28,0.3220813876,2,1
P35,llm-reasoning,1,4,4,decline,unfollow,0,103.67,,,2,1
