participant_id,condition,month,round,followed,decision_type,available_snapshot,invested,cas,chatbot_change,newspost_change,direction
UCLYFQMGG1H,llm-control,3,3,0,decline,1700.00,,,9.50,-3.60,follow
UCLYFQMGG1H,llm-control,3,4,0,decline,1700.00,,,-1.80,0.51,unfollow
UCLYFQMGG1H,llm-control,5,1,1,unfollow,2700.00,319.20,,-11.00,-2.87,unfollow
UCLYFQMGG1H,llm-control,5,3,0,decline,3019.20,,,-1.20,3.09,unfollow
UCLYFQMGG1H,llm-control,5,4,0,decline,3019.20,,,12.00,-1.98,follow
UCL0ZGVZV11,llm-control,1,1,1,follow,1020.00,500.00,0.4901960784,11.00,-2.05,follow
UCL0ZGVZV11,llm-control,1,2,1,follow,520.00,520.00,1.0000000000,1.30,13.00,follow
UCL0ZGVZV11,llm-control,2,1,1,follow,1000.00,500.00,0.5000000000,2.29,-1.50,follow
UCL0ZGVZV11,llm-control,2,2,1,follow,500.00,500.00,1.0000000000,4.90,0.40,follow
UCL0ZGVZV11,llm-control,3,2,1,follow,1000.00,300.00,0.3000000000,9.50,-2.32,follow
UCL0ZGVZV11,llm-control,3,3,1,follow,700.00,400.00,0.5714285714,12.00,-8.03,follow
UCL0ZGVZV11,llm-control,3,4,1,unfollow,300.00,571.65,,-11.00,-3.36,unfollow
UCL0ZGVZV11,llm-control,4,1,1,follow,1871.65,800.00,0.4274303422,0.95,-3.59,follow
UCL0ZGVZV11,llm-control,4,2,1,unfollow,1071.65,523.16,,-1.27,2.77,unfollow
UCL0ZGVZV11,llm-control,4,3,1,unfollow,1594.81,519.78,,-4.90,3.27,unfollow
UCL0ZGVZV11,llm-control,4,4,1,follow,2114.59,1000.00,0.4729049130,5.00,10.06,follow
UCL0ZGVZV11,llm-control,5,1,1,unfollow,2114.59,507.75,,-1.20,10.73,unfollow
UCL0ZGVZV11,llm-control,5,2,1,unfollow,2622.34,298.94,,-11.00,-1.74,unfollow
UCL0ZGVZV11,llm-control,5,3,1,follow,2921.28,2000.00,0.6846313945,12.00,1.53,follow
UCL0ZGVZV11,llm-control,5,4,0,decline,921.28,,,-11.00,5.47,unfollow
UCLCEUS0U3T,llm-reasoning,1,1,1,follow,1000.00,200.00,0.2000000000,1.80,8.05,follow
UCLCEUS0U3T,llm-reasoning,1,2,1,follow,800.00,400.00,0.5000000000,3.00,-5.68,follow
UCLCEUS0U3T,llm-reasoning,1,3,1,follow,200.00,200.00,1.0000000000,11.00,-1.40,follow
UCLCEUS0U3T,llm-reasoning,1,4,1,follow,600.00,600.00,1.0000000000,1.30,-0.26,follow
UCLCEUS0U3T,llm-reasoning,2,1,1,follow,1000.00,1000.00,1.0000000000,13.00,0.15,follow
UCLCEUS0U3T,llm-reasoning,2,3,1,follow,8.80,8.00,0.9090909091,4.75,-2.62,follow
UCLCEUS0U3T,llm-reasoning,3,1,1,unfollow,1000.80,824.00,,-11.00,7.10,unfollow
UCLCEUS0U3T,llm-reasoning,4,2,1,follow,1020.00,500.00,0.4901960784,5.00,-5.70,follow
UCLCEUS0U3T,llm-reasoning,4,4,1,unfollow,540.00,569.15,,-1.27,-4.00,unfollow
UCLCEUS0U3T,llm-reasoning,5,1,1,follow,50.75,50.00,0.9852216749,12.00,-2.23,follow
UCLRS30TB8T,llm-control,1,1,0,decline,1000.00,,,3.00,-1.08,follow
UCLRS30TB8T,llm-control,1,2,1,follow,1000.00,20.00,0.0200000000,1.80,6.63,follow
UCLRS30TB8T,llm-control,1,3,0,decline,780.00,,,11.00,-6.64,follow
UCLRS30TB8T,llm-control,1,4,1,follow,580.00,50.00,0.0862068966,1.30,4.72,follow
UCLRS30TB8T,llm-control,2,1,1,follow,930.00,300.00,0.3225806452,2.29,0.79,follow
UCLRS30TB8T,llm-control,2,2,1,follow,630.00,100.00,0.1587301587,4.90,-7.80,follow
UCLRS30TB8T,llm-control,3,1,1,follow,30.00,20.00,0.6666666667,9.50,-2.41,follow
UCLRS30TB8T,llm-control,3,2,1,follow,10.00,10.00,1.0000000000,12.00,-7.76,follow
UCLRS30TB8T,llm-control,3,3,1,unfollow,0.00,103.00,,-11.00,-6.62,unfollow
UCLRS30TB8T,llm-control,5,1,0,decline,3.00,,,-11.00,8.99,unfollow
UCLRS30TB8T,llm-control,5,3,0,decline,3.00,,,-11.00,-4.69,unfollow
UCLWFFUNV3X,llm-reasoning,1,1,1,follow,1000.00,200.00,0.2000000000,3.00,-13.00,follow
UCLWFFUNV3X,llm-reasoning,1,2,1,follow,800.00,800.00,1.0000000000,11.00,-6.29,follow
UCLWFFUNV3X,llm-reasoning,1,3,0,decline,0.00,,,1.80,-1.14,follow
UCLWFFUNV3X,llm-reasoning,2,1,1,follow,1000.00,200.00,0.2000000000,4.90,2.63,follow
UCLWFFUNV3X,llm-reasoning,2,2,0,decline,800.00,,,4.75,6.91,follow
UCLWFFUNV3X,llm-reasoning,2,3,1,follow,800.00,600.00,0.7500000000,13.00,-3.17,follow
UCLWFFUNV3X,llm-reasoning,2,4,1,follow,200.00,200.00,1.0000000000,2.29,-1.95,follow
UCLWFFUNV3X,llm-reasoning,3,1,1,follow,1000.00,1000.00,1.0000000000,9.50,7.37,follow
UCLWFFUNV3X,llm-reasoning,3,3,1,unfollow,406.46,914.64,,-11.00,-0.72,unfollow
UCLWFFUNV3X,llm-reasoning,3,4,1,follow,1321.10,1300.00,0.9840284611,12.00,-1.31,follow
UCLWFFUNV3X,llm-reasoning,4,1,1,follow,1021.10,200.00,0.1958672020,5.00,7.03,follow
UCLWFFUNV3X,llm-reasoning,4,2,0,decline,821.10,,,0.95,10.99,follow
UCLWFFUNV3X,llm-reasoning,4,4,1,unfollow,821.10,207.91,,-4.90,-6.25,unfollow
UCLWFFUNV3X,llm-reasoning,5,1,1,unfollow,2029.01,996.45,,-11.00,-1.63,unfollow
UCLWFFUNV3X,llm-reasoning,5,2,1,unfollow,1025.46,1383.20,,-11.00,-6.88,unfollow
UCLWA213LXW,llm-control,1,1,1,follow,1000.00,500.00,0.5000000000,11.00,-4.99,follow
UCLWA213LXW,llm-control,1,2,1,follow,500.00,400.00,0.8000000000,3.00,11.15,follow
UCLWA213LXW,llm-control,1,3,0,decline,100.00,,,1.30,-4.40,follow
UCLWA213LXW,llm-control,2,1,1,follow,1512.00,1400.00,0.9259259259,13.00,9.30,follow
UCLWA213LXW,llm-control,2,2,1,follow,112.00,50.00,0.4464285714,4.90,2.82,follow
UCLWA213LXW,llm-control,2,3,0,decline,62.00,,,4.75,-4.12,follow
UCLWA213LXW,llm-control,3,1,1,unfollow,1062.00,571.65,,-11.00,1.51,unfollow
UCLWA213LXW,llm-control,3,2,1,follow,186.10,100.00,0.5373455132,9.50,-4.25,follow
UCLWA213LXW,llm-control,4,2,1,follow,1086.10,200.00,0.1841451063,0.95,8.10,follow
UCL33ZJQWRY,llm-reasoning,1,1,1,follow,1000.00,300.00,0.3000000000,1.30,-5.02,follow
UCL33ZJQWRY,llm-reasoning,1,2,1,follow,700.00,500.00,0.7142857143,11.00,4.51,follow
UCL33ZJQWRY,llm-reasoning,1,3,1,follow,200.00,80.00,0.4000000000,3.00,-3.52,follow
UCL33ZJQWRY,llm-reasoning,1,4,1,follow,120.00,100.00,0.8333333333,1.80,2.88,follow
UCL33ZJQWRY,llm-reasoning,2,1,1,follow,1020.00,200.00,0.1960784314,4.75,-3.42,follow
UCL33ZJQWRY,llm-reasoning,2,2,1,follow,820.00,100.00,0.1219512195,2.29,-5.16,follow
UCL33ZJQWRY,llm-reasoning,2,3,1,follow,720.00,400.00,0.5555555556,4.90,0.44,follow
UCL33ZJQWRY,llm-reasoning,2,4,1,follow,320.00,320.00,1.0000000000,13.00,-2.11,follow
UCL33ZJQWRY,llm-reasoning,3,1,1,unfollow,1000.00,571.65,,-11.00,-9.35,unfollow
UCL33ZJQWRY,llm-reasoning,3,2,1,follow,1571.65,1000.00,0.6362739796,12.00,-1.16,follow
UCL33ZJQWRY,llm-reasoning,3,3,1,follow,571.65,500.00,0.8746610688,9.50,-1.52,follow
UCL33ZJQWRY,llm-reasoning,3,4,1,unfollow,71.65,102.00,,-1.80,5.85,unfollow
UCL33ZJQWRY,llm-reasoning,4,1,1,unfollow,1173.65,104.63,,-1.27,-2.76,unfollow
UCL33ZJQWRY,llm-reasoning,4,2,1,unfollow,1278.28,415.82,,-4.90,-10.97,unfollow
UCL33ZJQWRY,llm-reasoning,5,1,1,unfollow,1694.10,292.94,,-1.20,-0.09,unfollow
UCL33ZJQWRY,llm-reasoning,5,3,1,unfollow,487.04,498.22,,-11.00,-3.69,unfollow
UCL33ZJQWRY,llm-reasoning,5,4,1,unfollow,985.26,1064.00,,-11.00,6.08,unfollow
UCLJY0QZW9Y,llm-control,1,1,1,follow,1000.00,100.00,0.1000000000,1.30,5.95,follow
UCLJY0QZW9Y,llm-control,1,2,0,decline,900.00,,,1.80,-1.25,follow
UCLJY0QZW9Y,llm-control,1,3,1,follow,900.00,100.00,0.1111111111,11.00,0.87,follow
UCLJY0QZW9Y,llm-control,2,1,1,follow,1820.00,200.00,0.1098901099,4.90,-11.86,follow
UCLJY0QZW9Y,llm-control,2,2,1,follow,680.00,100.00,0.1470588235,13.00,-5.39,follow
UCLJY0QZW9Y,llm-control,3,1,1,unfollow,1580.00,423.33,,-11.00,13.00,unfollow
UCLJY0QZW9Y,llm-control,3,2,1,follow,2003.33,250.00,0.1247922210,12.00,-3.68,follow
UCLJY0QZW9Y,llm-control,3,3,0,decline,1753.33,,,-1.80,-3.34,unfollow
UCLJY0QZW9Y,llm-control,4,3,0,decline,2273.33,,,-4.90,3.13,unfollow
UCL43JN2Z3V,llm-reasoning,1,1,0,decline,1000.00,,,3.00,-0.15,follow
UCL43JN2Z3V,llm-reasoning,1,2,1,follow,1000.00,40.00,0.0400000000,11.00,0.62,follow
UCL43JN2Z3V,llm-reasoning,1,3,1,follow,360.00,160.00,0.4444444444,1.30,13.00,follow
UCL43JN2Z3V,llm-reasoning,2,1,0,decline,1200.00,,,13.00,3.30,follow
UCL43JN2Z3V,llm-reasoning,3,1,1,unfollow,598.00,200.40,,-1.80,0.19,unfollow
UCL43JN2Z3V,llm-reasoning,3,4,0,decline,0.00,,,12.00,-1.52,follow
UCL43JN2Z3V,llm-reasoning,4,1,0,decline,1194.83,,,-1.27,-4.84,unfollow
UCL43JN2Z3V,llm-reasoning,4,3,1,unfollow,700.00,869.32,,-4.90,1.37,unfollow
UCL43JN2Z3V,llm-reasoning,4,4,1,follow,1569.32,500.00,0.3186093340,5.00,-3.31,follow
UCL43JN2Z3V,llm-reasoning,5,3,1,unfollow,1569.32,252.62,,-1.20,-2.25,unfollow
UCL43JN2Z3V,llm-reasoning,5,4,1,unfollow,0.00,726.41,,-11.00,1.69,unfollow
UCLB1SIQD7H,llm-control,1,1,1,follow,1000.00,100.00,0.1000000000,1.30,-7.05,follow
UCLB1SIQD7H,llm-control,1,2,1,follow,1000.00,100.00,0.1000000000,11.00,-13.00,follow
UCLB1SIQD7H,llm-control,2,1,1,follow,2080.00,100.00,0.0480769231,13.00,7.00,follow
UCLB1SIQD7H,llm-control,2,2,1,follow,1980.00,50.00,0.0252525253,4.75,-6.25,follow
UCLB1SIQD7H,llm-control,2,3,1,follow,1950.00,100.00,0.0512820513,4.90,3.67,follow
UCLB1SIQD7H,llm-control,3,1,1,follow,2910.00,100.00,0.0343642612,9.50,-11.39,follow
UCLB1SIQD7H,llm-control,3,2,1,follow,2810.00,50.00,0.0177935943,12.00,2.51,follow
UCLB1SIQD7H,llm-control,3,4,1,unfollow,2760.00,114.33,,-11.00,-1.14,unfollow
UCLB1SIQD7H,llm-control,4,1,1,unfollow,3884.33,103.96,,-4.90,-4.28,unfollow
UCLB1SIQD7H,llm-control,4,2,1,unfollow,3988.29,50.00,,-1.27,10.12,unfollow
UCLB1SIQD7H,llm-control,4,3,1,follow,4038.29,100.00,0.0247629566,5.00,2.27,follow
UCLB1SIQD7H,llm-control,4,4,0,decline,3989.39,,,0.95,-2.59,follow
UCLB1SIQD7H,llm-control,5,3,1,unfollow,5039.39,53.20,,-11.00,6.15,unfollow
UCLB1SIQD7H,llm-control,5,4,1,unfollow,5092.59,99.64,,-11.00,4.55,unfollow
UCLAT9TADY6,llm-reasoning,1,1,1,follow,1000.00,100.00,0.1000000000,1.30,-8.54,follow
UCLAT9TADY6,llm-reasoning,1,2,1,follow,900.00,100.00,0.1111111111,3.00,-6.09,follow
UCLAT9TADY6,llm-reasoning,1,3,1,follow,800.00,50.00,0.0625000000,1.80,-8.07,follow
UCLAT9TADY6,llm-reasoning,2,1,1,follow,1750.00,300.00,0.1714285714,4.90,-2.10,follow
UCLAT9TADY6,llm-reasoning,2,2,1,follow,1450.00,600.00,0.4137931034,13.00,-6.30,follow
UCLAT9TADY6,llm-reasoning,2,3,0,decline,850.00,,,2.29,0.39,follow
UCLAT9TADY6,llm-reasoning,2,4,1,follow,850.00,300.00,0.3529411765,4.75,-0.21,follow
UCLAT9TADY6,llm-reasoning,3,1,0,decline,1550.00,,,12.00,-8.43,follow
UCLAT9TADY6,llm-reasoning,3,2,0,decline,1550.00,,,-1.80,-7.86,unfollow
UCLAT9TADY6,llm-reasoning,3,3,0,decline,1550.00,,,9.50,0.24,follow
UCLAT9TADY6,llm-reasoning,4,2,1,unfollow,1550.00,311.87,,-4.90,-2.28,unfollow
UCLAT9TADY6,llm-reasoning,5,2,1,unfollow,1861.87,475.00,,-11.00,6.81,unfollow
UCLAT9TADY6,llm-reasoning,5,3,1,unfollow,2336.87,97.65,,-1.20,-7.01,unfollow
UCLNRA0PN39,llm-control,1,1,0,decline,1000.00,,,1.80,-9.18,follow
UCLNRA0PN39,llm-control,1,2,0,decline,1000.00,,,3.00,-9.75,follow
UCLNRA0PN39,llm-control,1,3,0,decline,1000.00,,,1.30,-7.93,follow
UCLNRA0PN39,llm-control,1,4,0,decline,1000.00,,,11.00,-3.49,follow
UCLNRA0PN39,llm-control,2,1,1,follow,2000.00,300.00,0.1500000000,2.29,5.72,follow
UCLNRA0PN39,llm-control,2,2,1,follow,1700.00,500.00,0.2941176471,13.00,4.57,follow
UCLNRA0PN39,llm-control,2,3,0,decline,1200.00,,,4.75,-2.19,follow
UCLNRA0PN39,llm-control,2,4,1,follow,1200.00,400.00,0.3333333333,4.90,4.03,follow
UCLNRA0PN39,llm-control,3,3,1,follow,1800.00,200.00,0.1111111111,12.00,-0.28,follow
UCLNRA0PN39,llm-control,3,4,0,decline,1600.00,,,9.50,-3.90,follow
UCLNRA0PN39,llm-control,4,1,0,decline,2600.00,,,5.00,-12.69,follow
UCLNRA0PN39,llm-control,4,2,0,decline,2600.00,,,0.95,-3.55,follow
UCLNRA0PN39,llm-control,4,3,1,unfollow,2600.00,313.90,,-1.27,-0.21,unfollow
UCLNRA0PN39,llm-control,4,4,1,unfollow,2913.90,415.82,,-4.90,6.47,unfollow
UCLNRA0PN39,llm-control,5,4,1,unfollow,1329.72,212.80,,-11.00,-2.11,unfollow
