id,user,month,index,created_at
413,UCL74OBTXFB,4,1,2026-07-17T15:15:17.630841+00:00
414,UCL74OBTXFB,4,2,2026-07-17T15:15:17.646743+00:00
415,UCL74OBTXFB,4,3,2026-07-17T15:15:43.201667+00:00
416,UCL74OBTXFB,4,4,2026-07-17T15:15:56.846699+00:00
417,UCL74OBTXFB,5,1,2026-07-17T15:17:22.163916+00:00
418,UCL74OBTXFB,5,2,2026-07-17T15:17:22.179646+00:00
419,UCL74OBTXFB,5,3,2026-07-17T15:17:22.212836+00:00
420,UCL74OBTXFB,5,4,2026-07-17T15:18:17.064307+00:00
421,UCLK6ZL2YU1,1,1,2026-07-18T20:31:29.975119+00:00
422,UCLK6ZL2YU1,1,2,2026-07-18T20:32:47.274063+00:00
423,UCLK6ZL2YU1,1,3,2026-07-18T20:33:53.518195+00:00
424,UCLK6ZL2YU1,1,4,2026-07-18T20:35:23.798937+00:00
425,UCLK6ZL2YU1,2,1,2026-07-18T20:36:29.019227+00:00
426,UCLK6ZL2YU1,2,2,2026-07-18T20:36:29.034686+00:00
427,UCLK6ZL2YU1,2,3,2026-07-18T20:38:48.466492+00:00
428,UCLK6ZL2YU1,3,1,2026-07-18T20:41:30.628395+00:00
429,UCLK6ZL2YU1,3,2,2026-07-18T20:42:03.227434+00:00
430,UCLK6ZL2YU1,3,3,2026-07-18T20:44:21.181350+00:00
431,UCLK6ZL2YU1,3,4,2026-07-18T20:45:13.010079+00:00
432,UCLK6ZL2YU1,4,1,2026-07-18T20:46:06.500149+00:00
433,UCLK6ZL2YU1,4,2,2026-07-18T20:46:06.513847+00:00
434,UCLK6ZL2YU1,4,3,2026-07-18T20:46:51.153692+00:00
435,UCLK6ZL2YU1,5,1,2026-07-18T20:51:07.058920+00:00
436,UCLK6ZL2YU1,5,2,2026-07-18T20:52:19.801004+00:00
437,UCLK6ZL2YU1,5,3,2026-07-18T20:55:15.317427+00:00
438,UCLK6ZL2YU1,5,4,2026-07-18T20:55:28.662215+00:00
439,UCL9DJRTOSG,1,1,2026-07-19T01:48:06.661331+00:00
440,UCL5G98R8JI,1,1,2026-07-19T14:29:44.137022+00:00
441,UCL5G98R8JI,1,2,2026-07-19T14:30:09.814119+00:00
442,UCL5G98R8JI,1,3,2026-07-19T14:30:55.219518+00:00
443,UCL5G98R8JI,1,4,2026-07-19T14:32:13.370071+00:00
444,UCL5G98R8JI,2,1,2026-07-19T14:32:26.520123+00:00
445,UCL5G98R8JI,2,2,2026-07-19T14:32:42.566132+00:00
446,UCL5G98R8JI,2,3,2026-07-19T14:33:23.504658+00:00
447,UCL5G98R8JI,2,4,2026-07-19T14:33:48.120853+00:00
448,UCL5G98R8JI,3,1,2026-07-19T14:33:56.146167+00:00
449,UCL5G98R8JI,3,2,2026-07-19T14:34:41.298131+00:00
450,UCL5G98R8JI,3,3,2026-07-19T14:35:26.875686+00:00
451,UCL5G98R8JI,3,4,2026-07-19T14:36:40.517849+00:00
452,UCL5G98R8JI,4,1,2026-07-19T14:36:51.326254+00:00
453,UCL5G98R8JI,4,2,2026-07-19T14:37:10.968329+00:00
454,UCL5G98R8JI,4,3,2026-07-19T14:37:56.115325+00:00
455,UCL5G98R8JI,4,4,2026-07-19T14:38:24.338154+00:00
456,UCL5G98R8JI,5,1,2026-07-19T14:38:43.119737+00:00
457,UCL5G98R8JI,5,2,2026-07-19T14:38:43.134962+00:00
458,UCL5G98R8JI,5,3,2026-07-19T14:39:01.144399+00:00
459,UCL5G98R8JI,5,4,2026-07-19T14:39:35.627196+00:00
460,UCLGVXX8SZQ,1,1,2026-07-19T17:29:25.497716+00:00
461,UCLGVXX8SZQ,1,2,2026-07-19T17:29:42.218888+00:00
462,UCLGVXX8SZQ,1,3,2026-07-19T17:29:57.273467+00:00
463,UCLGVXX8SZQ,1,4,2026-07-19T17:30:10.197621+00:00
464,UCLGVXX8SZQ,2,1,2026-07-19T17:30:26.246601+00:00
465,UCLGVXX8SZQ,2,2,2026-07-19T17:30:45.605491+00:00
466,UCLGVXX8SZQ,2,3,2026-07-19T17:30:59.747970+00:00
467,UCLGVXX8SZQ,2,4,2026-07-19T17:31:12.746199+00:00
468,UCLGVXX8SZQ,3,1,2026-07-19T17:32:40.307905+00:00
469,UCLGVXX8SZQ,3,2,2026-07-19T17:32:40.325657+00:00
470,UCLGVXX8SZQ,3,3,2026-07-19T17:32:56.817368+00:00
471,UCLGVXX8SZQ,3,4,2026-07-19T17:32:58.458240+00:00
472,UCLGVXX8SZQ,4,1,2026-07-19T17:33:26.763722+00:00
473,UCLGVXX8SZQ,4,2,2026-07-19T17:33:42.721105+00:00
474,UCLGVXX8SZQ,4,3,2026-07-19T17:33:52.679754+00:00
475,UCLGVXX8SZQ,4,4,2026-07-19T17:33:55.851769+00:00
476,UCLGVXX8SZQ,5,1,2026-07-19T17:34:34.791828+00:00
477,UCLGVXX8SZQ,5,2,2026-07-19T17:34:34.808181+00:00
478,UCLGVXX8SZQ,5,3,2026-07-19T17:34:41.581538+00:00
479,UCLGVXX8SZQ,5,4,2026-07-19T17:34:45.586111+00:00
480,UCL8PEWAHAG,1,1,2026-07-19T21:09:03.919767+00:00
481,UCL8PEWAHAG,2,1,2026-07-19T21:14:01.975703+00:00
482,UCL8PEWAHAG,3,1,2026-07-19T21:19:03.909845+00:00
483,UCL8PEWAHAG,3,2,2026-07-19T21:19:03.926033+00:00
484,UCL8PEWAHAG,4,1,2026-07-19T21:24:05.912411+00:00
485,UCL8PEWAHAG,4,2,2026-07-19T21:25:23.346215+00:00
486,UCL8PEWAHAG,4,3,2026-07-19T21:29:04.237876+00:00
487,UCL8PEWAHAG,5,1,2026-07-19T21:29:08.614639+00:00
488,UCL8PEWAHAG,5,2,2026-07-19T21:29:08.630897+00:00
489,UCL8PEWAHAG,5,3,2026-07-19T21:29:08.689410+00:00
490,UCL8PEWAHAG,5,4,2026-07-19T21:29:41.481027+00:00
491,UCLSPQP3TAQ,1,1,2026-07-20T07:15:54.756141+00:00
492,UCLSPQP3TAQ,1,2,2026-07-20T07:18:20.144199+00:00
493,UCLSPQP3TAQ,1,3,2026-07-20T07:18:53.839649+00:00
494,UCLSPQP3TAQ,1,4,2026-07-20T07:20:43.902465+00:00
495,UCLSPQP3TAQ,2,1,2026-07-20T07:20:53.496517+00:00
496,UCLSPQP3TAQ,2,2,2026-07-20T07:21:39.837956+00:00
497,UCLSPQP3TAQ,2,3,2026-07-20T07:23:55.469422+00:00
498,UCLSPQP3TAQ,2,4,2026-07-20T07:25:22.897304+00:00
499,UCLSPQP3TAQ,3,1,2026-07-20T07:25:55.176404+00:00
500,UCLSPQP3TAQ,3,2,2026-07-20T07:26:38.139284+00:00
501,UCLSPQP3TAQ,3,3,2026-07-20T07:27:08.235840+00:00
502,UCLSPQP3TAQ,3,4,2026-07-20T07:27:23.655344+00:00
503,UCLSPQP3TAQ,4,1,2026-07-20T07:29:19.146731+00:00
504,UCLSPQP3TAQ,4,2,2026-07-20T07:29:31.966633+00:00
505,UCLSPQP3TAQ,4,3,2026-07-20T07:29:57.739820+00:00
506,UCLSPQP3TAQ,4,4,2026-07-20T07:30:14.971382+00:00
507,UCLSPQP3TAQ,5,1,2026-07-20T07:30:44.348864+00:00
508,UCLSPQP3TAQ,5,2,2026-07-20T07:30:44.362616+00:00
509,UCLSPQP3TAQ,5,3,2026-07-20T07:34:27.026916+00:00
510,UCLSPQP3TAQ,5,4,2026-07-20T07:34:46.131860+00:00
511,UCLJ7ODFWR7,1,1,2026-07-20T10:54:59.235447+00:00
512,UCLJ7ODFWR7,1,2,2026-07-20T10:55:46.155961+00:00
513,UCLJ7ODFWR7,1,3,2026-07-20T10:56:51.684468+00:00
514,UCLJ7ODFWR7,1,4,2026-07-20T10:57:39.061595+00:00
515,UCLJ7ODFWR7,2,1,2026-07-20T10:59:56.119897+00:00
516,UCLJ7ODFWR7,2,2,2026-07-20T10:59:56.136447+00:00
517,UCLJ7ODFWR7,2,3,2026-07-20T11:00:24.085835+00:00
518,UCLJ7ODFWR7,2,4,2026-07-20T11:01:00.420735+00:00
519,UCLJ7ODFWR7,3,1,2026-07-20T11:03:25.411539+00:00
520,UCLJ7ODFWR7,3,2,2026-07-20T11:04:02.447133+00:00
521,UCLJ7ODFWR7,3,3,2026-07-20T11:04:30.077913+00:00
522,UCLJ7ODFWR7,3,4,2026-07-20T11:05:07.095710+00:00
523,UCLJ7ODFWR7,4,1,2026-07-20T11:06:07.615042+00:00
524,UCLJ7ODFWR7,4,2,2026-07-20T11:06:15.950228+00:00
525,UCLJ7ODFWR7,4,3,2026-07-20T11:06:38.850349+00:00
526,UCLJ7ODFWR7,4,4,2026-07-20T11:06:57.502393+00:00
527,UCLJ7ODFWR7,5,1,2026-07-20T11:08:36.917148+00:00
528,UCLJ7ODFWR7,5,2,2026-07-20T11:08:44.895708+00:00
529,UCLJ7ODFWR7,5,3,2026-07-20T11:09:14.055250+00:00
530,UCLJ7ODFWR7,5,4,2026-07-20T11:09:20.752807+00:00
531,UCLYFQMGG1H,1,1,2026-07-20T13:31:18.244745+00:00
532,UCLYFQMGG1H,1,2,2026-07-20T13:31:29.371234+00:00
533,UCLYFQMGG1H,1,3,2026-07-20T13:31:40.018674+00:00
534,UCLYFQMGG1H,1,4,2026-07-20T13:32:09.032103+00:00
535,UCLYFQMGG1H,2,1,2026-07-20T13:32:20.338691+00:00
536,UCLYFQMGG1H,2,2,2026-07-20T13:32:25.922504+00:00
537,UCLYFQMGG1H,2,3,2026-07-20T13:32:36.557634+00:00
538,UCLYFQMGG1H,2,4,2026-07-20T13:32:48.343061+00:00
539,UCLYFQMGG1H,3,1,2026-07-20T13:33:02.577487+00:00
540,UCLYFQMGG1H,3,2,2026-07-20T13:33:11.249319+00:00
541,UCLYFQMGG1H,3,3,2026-07-20T13:33:12.975737+00:00
542,UCLYFQMGG1H,3,4,2026-07-20T13:33:20.945757+00:00
543,UCLYFQMGG1H,4,1,2026-07-20T13:33:40.227253+00:00
544,UCLYFQMGG1H,4,2,2026-07-20T13:33:40.239439+00:00
545,UCLYFQMGG1H,4,3,2026-07-20T13:33:40.588213+00:00
546,UCLYFQMGG1H,4,4,2026-07-20T13:33:40.938379+00:00
547,UCLYFQMGG1H,5,1,2026-07-20T13:35:00.286831+00:00
548,UCLYFQMGG1H,5,2,2026-07-20T13:35:06.231256+00:00
549,UCLYFQMGG1H,5,3,2026-07-20T13:35:08.324494+00:00
550,UCLYFQMGG1H,5,4,2026-07-20T13:35:18.051896+00:00
551,UCLEMJ5PXS5,1,1,2026-07-21T00:22:38.222144+00:00
552,UCLEMJ5PXS5,1,2,2026-07-21T00:22:55.763418+00:00
553,UCLEMJ5PXS5,2,1,2026-07-21T00:27:36.933168+00:00
554,UCL0ZGVZV11,1,1,2026-07-21T00:39:16.391719+00:00
555,UCL0ZGVZV11,1,2,2026-07-21T00:39:33.160386+00:00
556,UCL0ZGVZV11,1,3,2026-07-21T00:39:51.849770+00:00
557,UCL0ZGVZV11,2,1,2026-07-21T00:44:14.176919+00:00
558,UCL0ZGVZV11,2,2,2026-07-21T00:44:28.828522+00:00
559,UCL0ZGVZV11,2,3,2026-07-21T00:44:54.462611+00:00
560,UCL0ZGVZV11,3,1,2026-07-21T00:49:16.097866+00:00
561,UCL0ZGVZV11,3,2,2026-07-21T00:49:16.113007+00:00
562,UCL0ZGVZV11,3,3,2026-07-21T00:49:29.547654+00:00
563,UCL0ZGVZV11,3,4,2026-07-21T00:50:09.977639+00:00
564,UCL0ZGVZV11,4,1,2026-07-21T00:51:22.897261+00:00
565,UCL0ZGVZV11,4,2,2026-07-21T00:51:33.330965+00:00
566,UCL0ZGVZV11,4,3,2026-07-21T00:51:45.205746+00:00
567,UCL0ZGVZV11,4,4,2026-07-21T00:51:55.619395+00:00
568,UCL0ZGVZV11,5,1,2026-07-21T00:52:41.123189+00:00
569,UCL0ZGVZV11,5,2,2026-07-21T00:52:45.893061+00:00
570,UCL0ZGVZV11,5,3,2026-07-21T00:52:56.008240+00:00
571,UCL0ZGVZV11,5,4,2026-07-21T00:53:12.045748+00:00
572,UCLCEUS0U3T,1,1,2026-07-21T08:50:30.814405+00:00
573,UCLCEUS0U3T,1,2,2026-07-21T08:51:01.128718+00:00
574,UCLCEUS0U3T,1,3,2026-07-21T08:51:38.031469+00:00
575,UCLCEUS0U3T,1,4,2026-07-21T08:53:26.367495+00:00
576,UCLCEUS0U3T,2,1,2026-07-21T08:55:28.961297+00:00
577,UCLCEUS0U3T,2,2,2026-07-21T08:55:41.844218+00:00
578,UCLCEUS0U3T,2,3,2026-07-21T08:56:01.672489+00:00
579,UCLCEUS0U3T,2,4,2026-07-21T08:59:49.674416+00:00
580,UCLCEUS0U3T,3,1,2026-07-21T09:00:30.816882+00:00
581,UCLCEUS0U3T,3,2,2026-07-21T09:01:00.036615+00:00
582,UCLCEUS0U3T,4,1,2026-07-21T09:05:31.876183+00:00
583,UCLCEUS0U3T,4,2,2026-07-21T09:05:31.891378+00:00
584,UCLCEUS0U3T,4,3,2026-07-21T09:05:57.078772+00:00
585,UCLCEUS0U3T,4,4,2026-07-21T09:06:02.428044+00:00
586,UCLCEUS0U3T,5,1,2026-07-21T09:10:36.598317+00:00
587,UCLCEUS0U3T,5,2,2026-07-21T09:10:55.343029+00:00
588,UCLCEUS0U3T,5,3,2026-07-21T09:11:39.738621+00:00
589,UCLCEUS0U3T,5,4,2026-07-21T09:11:39.940921+00:00
590,UCLRS30TB8T,1,1,2026-07-21T13:03:29.405306+00:00
591,UCLRS30TB8T,1,2,2026-07-21T13:03:48.393633+00:00
592,UCLRS30TB8T,1,3,2026-07-21T13:05:53.794703+00:00
593,UCLRS30TB8T,1,4,2026-07-21T13:06:19.511920+00:00
594,UCLRS30TB8T,2,1,2026-07-21T13:08:37.553301+00:00
595,UCLRS30TB8T,2,2,2026-07-21T13:10:14.122155+00:00
596,UCLRS30TB8T,2,3,2026-07-21T13:10:35.204494+00:00
597,UCLRS30TB8T,2,4,2026-07-21T13:10:42.951942+00:00
598,UCLRS30TB8T,3,1,2026-07-21T13:11:34.067286+00:00
599,UCLRS30TB8T,3,2,2026-07-21T13:13:17.367041+00:00
600,UCLRS30TB8T,3,3,2026-07-21T13:13:54.474412+00:00
601,UCLRS30TB8T,3,4,2026-07-21T13:14:24.711187+00:00
602,UCLRS30TB8T,4,1,2026-07-21T13:14:46.959667+00:00
603,UCLRS30TB8T,4,2,2026-07-21T13:14:46.975635+00:00
604,UCLRS30TB8T,4,3,2026-07-21T13:15:02.815294+00:00
605,UCLRS30TB8T,5,1,2026-07-21T13:19:47.377168+00:00
606,UCLRS30TB8T,5,2,2026-07-21T13:21:40.686845+00:00
607,UCLRS30TB8T,5,3,2026-07-21T13:21:41.393279+00:00
608,UCLRS30TB8T,5,4,2026-07-21T13:22:06.654707+00:00
609,UCLWFFUNV3X,1,1,2026-07-21T14:39:18.968598+00:00
610,UCLWFFUNV3X,1,2,2026-07-21T14:39:29.775866+00:00
611,UCLWFFUNV3X,1,3,2026-07-21T14:39:45.166875+00:00
612,UCLWFFUNV3X,1,4,2026-07-21T14:39:53.872226+00:00
613,UCLWFFUNV3X,2,1,2026-07-21T14:39:58.486485+00:00
614,UCLWFFUNV3X,2,2,2026-07-21T14:40:07.930165+00:00
615,UCLWFFUNV3X,2,3,2026-07-21T14:40:17.228638+00:00
616,UCLWFFUNV3X,2,4,2026-07-21T14:40:29.656623+00:00
617,UCLWFFUNV3X,3,1,2026-07-21T14:40:47.753665+00:00
618,UCLWFFUNV3X,3,2,2026-07-21T14:40:54.929606+00:00
619,UCLWFFUNV3X,3,3,2026-07-21T14:41:13.699521+00:00
620,UCLWFFUNV3X,3,4,2026-07-21T14:41:21.812281+00:00
621,UCLWFFUNV3X,4,1,2026-07-21T14:41:40.526152+00:00
622,UCLWFFUNV3X,4,2,2026-07-21T14:41:49.444110+00:00
623,UCLWFFUNV3X,4,3,2026-07-21T14:41:57.961777+00:00
624,UCLWFFUNV3X,4,4,2026-07-21T14:41:59.240956+00:00
625,UCLWFFUNV3X,5,1,2026-07-21T14:42:11.358338+00:00
626,UCLWFFUNV3X,5,2,2026-07-21T14:42:19.232240+00:00
627,UCLWFFUNV3X,5,3,2026-07-21T14:42:52.495134+00:00
628,UCLWFFUNV3X,5,4,2026-07-21T14:42:54.108343+00:00
629,UCL1PPV337K,1,1,2026-07-21T22:27:59.631046+00:00
630,UCLWA213LXW,1,1,2026-07-22T05:19:44.126430+00:00
631,UCLWA213LXW,1,2,2026-07-22T05:19:52.585299+00:00
632,UCLWA213LXW,1,3,2026-07-22T05:20:07.039308+00:00
633,UCLWA213LXW,1,4,2026-07-22T05:20:16.043957+00:00
634,UCLWA213LXW,2,1,2026-07-22T05:20:22.925591+00:00
635,UCLWA213LXW,2,2,2026-07-22T05:20:51.782895+00:00
636,UCLWA213LXW,2,3,2026-07-22T05:21:09.034873+00:00
637,UCLWA213LXW,2,4,2026-07-22T05:21:18.706565+00:00
638,UCLWA213LXW,3,1,2026-07-22T05:21:24.856001+00:00
639,UCLWA213LXW,3,2,2026-07-22T05:21:38.747719+00:00
640,UCLWA213LXW,3,3,2026-07-22T05:22:13.417102+00:00
641,UCLWA213LXW,3,4,2026-07-22T05:22:15.497694+00:00
642,UCLWA213LXW,4,1,2026-07-22T05:22:22.119466+00:00
643,UCLWA213LXW,4,2,2026-07-22T05:22:22.135913+00:00
644,UCLWA213LXW,4,3,2026-07-22T05:22:53.872609+00:00
645,UCLWA213LXW,4,4,2026-07-22T05:22:55.411694+00:00
646,UCLWA213LXW,5,1,2026-07-22T05:23:06.489727+00:00
647,UCLWA213LXW,5,2,2026-07-22T05:23:06.502962+00:00
648,UCLWA213LXW,5,3,2026-07-22T05:24:11.385253+00:00
649,UCLWA213LXW,5,4,2026-07-22T05:24:11.975215+00:00
650,UCL33ZJQWRY,1,1,2026-07-23T08:35:37.995033+00:00
651,UCL33ZJQWRY,1,2,2026-07-23T08:35:58.422444+00:00
652,UCL33ZJQWRY,1,3,2026-07-23T08:36:27.052667+00:00
653,UCL33ZJQWRY,1,4,2026-07-23T08:36:59.450704+00:00
654,UCL33ZJQWRY,2,1,2026-07-23T08:38:00.093677+00:00
655,UCL33ZJQWRY,2,2,2026-07-23T08:38:09.960665+00:00
656,UCL33ZJQWRY,2,3,2026-07-23T08:38:58.171262+00:00
657,UCL33ZJQWRY,2,4,2026-07-23T08:39:15.002708+00:00
658,UCL33ZJQWRY,3,1,2026-07-23T08:39:44.786324+00:00
659,UCL33ZJQWRY,3,2,2026-07-23T08:39:57.672850+00:00
660,UCL33ZJQWRY,3,3,2026-07-23T08:40:58.535070+00:00
661,UCL33ZJQWRY,3,4,2026-07-23T08:41:11.793442+00:00
662,UCL33ZJQWRY,4,1,2026-07-23T08:42:34.776169+00:00
663,UCL33ZJQWRY,4,2,2026-07-23T08:42:44.396175+00:00
664,UCL33ZJQWRY,4,3,2026-07-23T08:42:58.581626+00:00
665,UCL33ZJQWRY,4,4,2026-07-23T08:43:02.128139+00:00
666,UCL33ZJQWRY,5,1,2026-07-23T08:43:46.242544+00:00
667,UCL33ZJQWRY,5,2,2026-07-23T08:43:53.744858+00:00
668,UCL33ZJQWRY,5,3,2026-07-23T08:43:57.485477+00:00
669,UCL33ZJQWRY,5,4,2026-07-23T08:44:28.456679+00:00
670,UCLJY0QZW9Y,1,1,2026-07-23T13:09:21.463698+00:00
671,UCLJY0QZW9Y,1,2,2026-07-23T13:09:41.892861+00:00
672,UCLJY0QZW9Y,1,3,2026-07-23T13:10:34.732502+00:00
673,UCLJY0QZW9Y,1,4,2026-07-23T13:11:16.318925+00:00
674,UCLJY0QZW9Y,2,1,2026-07-23T13:11:49.813667+00:00
675,UCLJY0QZW9Y,2,2,2026-07-23T13:12:05.773398+00:00
676,UCLJY0QZW9Y,2,3,2026-07-23T13:13:58.224123+00:00
677,UCLJY0QZW9Y,2,4,2026-07-23T13:14:29.013275+00:00
678,UCLJY0QZW9Y,3,1,2026-07-23T13:14:41.030091+00:00
679,UCLJY0QZW9Y,3,2,2026-07-23T13:14:53.811846+00:00
680,UCLJY0QZW9Y,3,3,2026-07-23T13:15:30.047083+00:00
681,UCLJY0QZW9Y,3,4,2026-07-23T13:16:07.561410+00:00
682,UCLJY0QZW9Y,4,1,2026-07-23T13:16:43.840211+00:00
683,UCLJY0QZW9Y,4,2,2026-07-23T13:16:43.852128+00:00
684,UCLJY0QZW9Y,4,3,2026-07-23T13:16:44.229421+00:00
685,UCLJY0QZW9Y,4,4,2026-07-23T13:18:03.451768+00:00
686,UCLJY0QZW9Y,5,1,2026-07-23T13:18:08.401030+00:00
687,UCLJY0QZW9Y,5,2,2026-07-23T13:18:08.417166+00:00
688,UCLFOO5A0LD,1,1,2026-07-24T18:58:18.626301+00:00
689,UCLYYFT2TFB,1,1,2026-07-24T19:28:59.226228+00:00
690,UCL1QVWML7H,1,1,2026-07-24T19:34:43.061501+00:00
705,UCL43JN2Z3V,1,1,2026-07-25T11:36:03.581966+00:00
706,UCL43JN2Z3V,1,2,2026-07-25T11:36:22.873481+00:00
707,UCL43JN2Z3V,1,3,2026-07-25T11:37:13.076760+00:00
708,UCL43JN2Z3V,1,4,2026-07-25T11:39:25.540306+00:00
709,UCL43JN2Z3V,2,1,2026-07-25T11:41:00.583382+00:00
710,UCL43JN2Z3V,2,2,2026-07-25T11:41:12.402787+00:00
711,UCL43JN2Z3V,2,3,2026-07-25T11:42:47.977630+00:00
712,UCL43JN2Z3V,2,4,2026-07-25T11:44:11.254745+00:00
713,UCL43JN2Z3V,3,1,2026-07-25T11:44:58.391971+00:00
714,UCL43JN2Z3V,3,2,2026-07-25T11:46:11.341229+00:00
715,UCL43JN2Z3V,3,3,2026-07-25T11:46:56.670439+00:00
716,UCL43JN2Z3V,3,4,2026-07-25T11:46:56.872025+00:00
717,UCL43JN2Z3V,4,1,2026-07-25T11:48:02.156940+00:00
718,UCL43JN2Z3V,4,2,2026-07-25T11:49:05.504286+00:00
719,UCL43JN2Z3V,4,3,2026-07-25T11:49:06.182150+00:00
720,UCL43JN2Z3V,4,4,2026-07-25T11:50:22.230174+00:00
721,UCL43JN2Z3V,5,1,2026-07-25T11:51:10.154136+00:00
722,UCL43JN2Z3V,5,2,2026-07-25T11:51:10.170200+00:00
723,UCL43JN2Z3V,5,3,2026-07-25T11:51:33.885276+00:00
724,UCL43JN2Z3V,5,4,2026-07-25T11:51:43.904928+00:00
725,UCLB1SIQD7H,1,1,2026-07-25T12:34:20.146069+00:00
726,UCLB1SIQD7H,1,2,2026-07-25T12:34:34.094571+00:00
727,UCLB1SIQD7H,1,3,2026-07-25T12:36:59.020640+00:00
728,UCLB1SIQD7H,2,1,2026-07-25T12:39:19.040144+00:00
729,UCLB1SIQD7H,2,2,2026-07-25T12:41:23.265609+00:00
730,UCLB1SIQD7H,2,3,2026-07-25T12:41:47.722133+00:00
731,UCLB1SIQD7H,2,4,2026-07-25T12:43:09.951018+00:00
732,UCLB1SIQD7H,3,1,2026-07-25T12:44:20.051526+00:00
733,UCLB1SIQD7H,3,2,2026-07-25T12:45:18.314625+00:00
734,UCLB1SIQD7H,3,3,2026-07-25T12:46:10.093936+00:00
735,UCLB1SIQD7H,3,4,2026-07-25T12:46:40.533019+00:00
736,UCLB1SIQD7H,4,1,2026-07-25T12:49:21.103730+00:00
737,UCLB1SIQD7H,4,2,2026-07-25T12:49:39.137591+00:00
738,UCLB1SIQD7H,4,3,2026-07-25T12:50:18.358599+00:00
739,UCLB1SIQD7H,4,4,2026-07-25T12:50:43.435849+00:00
740,UCLB1SIQD7H,5,1,2026-07-25T12:54:22.357881+00:00
741,UCLB1SIQD7H,5,2,2026-07-25T12:54:22.371077+00:00
742,UCLB1SIQD7H,5,3,2026-07-25T12:54:46.407716+00:00
743,UCLB1SIQD7H,5,4,2026-07-25T12:54:57.626110+00:00
744,UCLAT9TADY6,1,1,2026-07-26T09:13:12.319315+00:00
745,UCLAT9TADY6,1,2,2026-07-26T09:13:45.575406+00:00
746,UCLAT9TADY6,1,3,2026-07-26T09:14:37.405144+00:00
747,UCLAT9TADY6,1,4,2026-07-26T09:14:55.728677+00:00
748,UCLAT9TADY6,2,1,2026-07-26T09:15:03.114360+00:00
749,UCLAT9TADY6,2,2,2026-07-26T09:15:28.692737+00:00
750,UCLAT9TADY6,2,3,2026-07-26T09:15:58.577389+00:00
751,UCLAT9TADY6,2,4,2026-07-26T09:16:16.464810+00:00
752,UCLAT9TADY6,3,1,2026-07-26T09:16:46.264725+00:00
753,UCLAT9TADY6,3,2,2026-07-26T09:17:15.273209+00:00
754,UCLAT9TADY6,3,3,2026-07-26T09:17:28.895791+00:00
755,UCLAT9TADY6,3,4,2026-07-26T09:17:46.044708+00:00
756,UCLAT9TADY6,4,1,2026-07-26T09:18:38.915805+00:00
757,UCLAT9TADY6,4,2,2026-07-26T09:18:38.928807+00:00
758,UCLAT9TADY6,4,3,2026-07-26T09:18:52.990589+00:00
759,UCLAT9TADY6,4,4,2026-07-26T09:18:57.741782+00:00
760,UCLAT9TADY6,5,1,2026-07-26T09:20:06.350877+00:00
761,UCLAT9TADY6,5,2,2026-07-26T09:20:06.364065+00:00
762,UCLAT9TADY6,5,3,2026-07-26T09:20:14.121317+00:00
763,UCLAT9TADY6,5,4,2026-07-26T09:20:27.737709+00:00
764,UCLNRA0PN39,1,1,2026-07-26T13:18:34.047843+00:00
765,UCLNRA0PN39,1,2,2026-07-26T13:18:42.988817+00:00
766,UCLNRA0PN39,1,3,2026-07-26T13:18:56.985706+00:00
767,UCLNRA0PN39,1,4,2026-07-26T13:19:05.829947+00:00
768,UCLNRA0PN39,2,1,2026-07-26T13:20:18.267545+00:00
769,UCLNRA0PN39,2,2,2026-07-26T13:20:32.227736+00:00
770,UCLNRA0PN39,2,3,2026-07-26T13:20:46.963704+00:00
771,UCLNRA0PN39,2,4,2026-07-26T13:20:55.614686+00:00
772,UCLNRA0PN39,3,1,2026-07-26T13:21:13.621395+00:00
773,UCLNRA0PN39,3,2,2026-07-26T13:21:13.636892+00:00
774,UCLNRA0PN39,3,3,2026-07-26T13:21:13.926421+00:00
775,UCLNRA0PN39,3,4,2026-07-26T13:21:24.337369+00:00
776,UCLNRA0PN39,4,1,2026-07-26T13:21:38.081658+00:00
777,UCLNRA0PN39,4,2,2026-07-26T13:21:44.054712+00:00
778,UCLNRA0PN39,4,3,2026-07-26T13:21:53.265633+00:00
779,UCLNRA0PN39,4,4,2026-07-26T13:22:02.613027+00:00
780,UCLNRA0PN39,5,1,2026-07-26T13:22:18.978633+00:00
781,UCLNRA0PN39,5,2,2026-07-26T13:22:18.993474+00:00
782,UCLNRA0PN39,5,3,2026-07-26T13:22:19.758419+00:00
783,UCLNRA0PN39,5,4,2026-07-26T13:22:56.617168+00:00
784,UCLPVD8KCP9,1,1,2026-07-26T20:42:20.525153+00:00
